SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA
HEMIFUMARATO DE QUETIAPINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508019050125503,1004311150088,7891317002824,    -     ,    -     ,QUET XR,200 MG COM REV LIB PROL CT BL AL PLAS PVC/EVOH/ACLAR TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Similar,Regulado,251.24,251.24,285.5,302.7,302.7,304.53,304.53,306.39,306.39,314.05,347.32,394.69,418.46,418.46,420.99,420.99,423.57,423.57,434.16,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
HEMIFUMARATO DE QUETIAPINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508019050125403,1004311150053,7891317002787,    -     ,    -     ,QUET XR,200 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Similar,Regulado,251.24,251.24,285.5,302.7,302.7,304.53,304.53,306.39,306.39,314.05,347.32,394.69,418.46,418.46,420.99,420.99,423.57,423.57,434.16,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
DIFOSFATO DE CLOROQUINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506718202113416,1029801100041,7896676411034,    -     ,    -     ,QUINACRIS,150 MG COM REV CX BL AL PLAS TRANS X 200 ,"P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE",Similar,Regulado,131.18,131.18,149.07,158.05,158.05,159.01,159.01,159.98,159.98,163.98,181.35,206.08,218.49,218.49,219.82,219.82,221.16,221.16,226.69,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
RABEPRAZOL SÓDICO,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511513070057406,1004705230056,7897595620453,    -     ,    -     ,RABEPRAZOL SODICO,20 MG COM REV LIB RETARD CT BL AL AL X 28,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Genérico,Regulado,140.8,140.8,160.0,169.64,169.64,170.67,170.67,171.71,171.71,176.0,194.65,221.19,234.52,234.52,235.94,235.94,237.38,237.38,243.31,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
RAMIPRIL,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,525072601113111,1832601850038,7896422518987,    -     ,    -     ,RAMIPRIL,"5,0 MG COM CT BL AL/AL X 60",C9A - INIBIDORES DA ECA PUROS,Genérico,Regulado,111.38,111.38,126.57,134.19,134.19,135.01,135.01,135.83,135.83,139.23,153.98,174.98,185.51,185.51,186.64,186.64,187.78,187.78,192.48,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE RANITIDINA,17.875.154/0001-20,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,525115050025206,1091700750044,7896862918101,    -     ,    -     ,RANITIDINA,150MG COM REV CT BL AL PLAS TRANS X 300,A2B1 - ANTAGONISTAS RECEPTORES H2,Genérico,Regulado,203.54,203.54,231.3,245.23,245.23,246.72,246.72,248.22,248.22,254.43,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
SIROLIMO,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720020083817,1211004530016,7891045009683,    -     ,    -     ,RAPAMUNE,1 MG DRG CT BL AL PLAS TRANS X 60 ,L4X - OUTROS IMUNOSSUPRESSORES,Novo,Regulado,1766.9,1766.9,2007.84,2128.79,2128.79,2141.7,2141.7,2154.76,2154.76,2208.63,2442.64,2775.72,2942.93,2942.93,2960.77,2960.77,2978.83,2978.83,3053.3,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
SIROLIMO,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720020083917,1211004530024,7891045009676,    -     ,    -     ,RAPAMUNE,2 MG DRG CT BL AL PLAS TRANS  X 30 ,L4X - OUTROS IMUNOSSUPRESSORES,Novo,Regulado,1766.9,1766.9,2007.84,2128.79,2128.79,2141.7,2141.7,2154.76,2154.76,2208.63,2442.64,2775.72,2942.93,2942.93,2960.77,2960.77,2978.83,2978.83,3053.3,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
ACETATO DE ABIRATERONA,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537519060007704,1557300490217,7898587901260,    -     ,    -     ,RARIJA,250 MG COM REV CT FR PLAS PEAD OPC X 120,L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,Similar,Regulado,8222.55,9209.26,10642.11,11380.14,9906.69,11459.63,9966.73,11540.23,10027.5,11874.34,12353.89,14215.56,15168.87,13695.42,15271.32,13778.42,15375.14,13862.43,15805.14,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
BETAINTERFERONA 1A,33.069.212/0001-84,MERCK S/A,525420402151415,1008903510023,7891721022418,    -     ,    -     ,REBIF,"22 MCG SOL INJ CT 12 SER PREENC VD TRANS X 0,5 ML ",N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA,Biológicos,Regulado,8672.24,8672.24,9854.82,10448.48,10448.48,10511.8,10511.8,10575.9,10575.9,10840.3,11988.86,13623.71,14444.41,14444.41,14531.95,14531.95,14620.56,14620.56,14986.08,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
BETAINTERFERONA 1A,33.069.212/0001-84,MERCK S/A,525420401153414,1008903510041,7891721022425,    -     ,    -     ,REBIF,"44 MCG SOL INJ CT 12 SER PREENC VD TRANS X 0,5 ML ",N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA,Biológicos,Regulado,9866.16,9866.16,11211.55,11886.94,11886.94,11958.98,11958.98,12031.9,12031.9,12332.7,13639.39,15499.31,16433.0,16433.0,16532.59,16532.59,16633.4,16633.4,17049.23,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
BETAEPOETINA,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529204402158212,1010005590178,7896226502922,    -     ,    -     ,RECORMON,"10.000 UI SOL INJ CT 6 SER PREENCHIDAS X 0,6 ML + 6 AGULHAS",B3C - ERITROPOIETÍNAS,Similar,Regulado,1845.81,1845.81,2097.51,2223.87,2223.87,2237.35,2237.35,2250.99,2250.99,2307.26,2551.72,2899.68,3074.37,3074.37,3093.01,3093.01,3111.86,3111.86,3189.65,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
DECITABINA,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507517050006204,1514300250018,8901148235984,    -     ,    -     ,REDTIBIN,50 MG PO LIOF SOL INJ CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,5243.42,5243.42,5958.43,6317.37,6317.37,6355.66,6355.66,6394.41,6394.41,6554.28,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
TIBOLONA,33.349.473/0001-58,FARMOQUÍMICA S/A,509003202114416,1039001360011,7898040321215,    -     ,    -     ,REDUCLIM,"2,5 MG COM CT  BL AL PLAS TRANS X 84",G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES,Similar,Regulado,174.74,174.74,198.57,210.53,210.53,211.81,211.81,213.1,213.1,218.43,241.57,274.51,291.05,291.05,292.81,292.81,294.6,294.6,301.97,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
"VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS (ACELULAR), POLIOMIELITE 1, 2 E 3 (INATIVADA)",33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510612901156412,1010702820019,7896015519742,    -     ,    -     ,REFORTRIX IPV,"SUS INJ CT SER PREENC VD TRANS X 0,5 ML",J7B1 - ASSOCIAÇÔES COM VACINA ANTITETÂNICA,Biológico,Regulado,110.16,110.16,125.18,132.72,132.72,133.53,133.53,134.34,134.34,137.7,152.29,173.05,183.48,183.48,184.6,184.6,185.72,185.72,190.36,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
DELTAFOLITROPINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521418030006802,1287600200055,7896165601359,    -     ,    -     ,REKOVELLE,"33,3 MCG/ML SOL INJ CT 1 CAN APLIC PREENC VD INC X 1,08 ML + 6 AGU",L2A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS,Biológico,Regulado,977.75,1095.08,1265.46,1353.22,1178.01,1362.67,1185.15,1372.26,1192.38,1411.99,1469.01,1690.38,1803.74,1628.53,1815.92,1638.4,1828.27,1648.4,1879.41,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
DELTAFOLITROPINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521418030006702,1287600200047,7896165601366,    -     ,    -     ,REKOVELLE,"33,3 MCG/ML SOL INJ CT 1 CAN APLIC PREENC VD INC X 0,36 ML + 3 AGU",G3G - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULAÇÃO,Biológico,Regulado,325.91,365.02,421.81,451.07,392.66,454.22,395.04,457.41,397.45,470.65,489.66,563.45,601.24,542.83,605.3,546.12,609.41,549.45,626.45,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
DELTAFOLITROPINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521418030006902,1287600200063,7896165601373,    -     ,    -     ,REKOVELLE,"33,3 MCG/ML SOL INJ CT 1 CAN APLIC PREENC VD INC X 2,16 ML + 9 AGU",G3G - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULAÇÃO,Biológico,Regulado,1955.51,2190.17,2530.93,2706.45,2356.03,2725.36,2370.31,2744.53,2384.77,2823.99,2938.04,3380.78,3607.49,3257.07,3631.87,3276.81,3656.56,3296.8,3758.82,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
DIATRIZOATO DE MEGLUMINA,10.742.412/0004-01,BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA,540713080002114,1803700050087,8430214106243,    -     ,    -     ,RELIEV,600 MG/ML SOL INJ IV/IAR CX 25 FA VD TRANS X 100 ML,"T1B - AGENTE DIAGNÓSTICO POR IMAGEM, IÔNICOS PARA ANGIO-UROGRAFIA",Similar,Regulado,2000.0,2240.0,2588.52,2768.03,2409.64,2787.36,2424.24,2806.97,2439.02,2888.24,3004.88,3457.7,3689.58,3331.19,3714.49,3351.37,3739.75,3371.8,3844.34,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
DIATRIZOATO DE MEGLUMINA,10.742.412/0004-01,BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA,540713080002014,1803700050079,8430214106236,    -     ,    -     ,RELIEV,600 MG/ML SOL INJ IV/IAR CX 25 FA VD TRANS X 50 ML,"T1B - AGENTE DIAGNÓSTICO POR IMAGEM, IÔNICOS PARA ANGIO-UROGRAFIA",Similar,Regulado,1025.89,1149.0,1327.77,1419.85,1236.01,1429.77,1243.51,1439.82,1251.09,1481.51,1541.34,1773.61,1892.55,1708.71,1905.34,1719.08,1918.28,1729.56,1971.94,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
FUROATO DE FLUTICASONA;TRIFENATATO DE VILANTEROL,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510614060052202,1010702990046,7896015528843,    -     ,    -     ,RELVAR ELLIPTA,200 MCG + 25 MCG PÓ INAL OR CT STR X 30 DOSES + BAND  ,"R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",Novo,Regulado,149.04,166.93,192.9,206.28,179.57,207.72,180.66,209.18,181.76,215.24,223.93,257.67,274.96,248.24,276.81,249.75,278.69,251.27,286.49,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
INFLIXIMABE,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514512080025214,1123634030011,7896212424399,    -     ,    -     ,REMICADE,10 MG/ML PO LIOF CT FA VD TRANS X 10 ML,L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL),Biológico,Regulado,3682.16,3682.16,4184.27,4436.34,4436.34,4463.22,4463.22,4490.44,4490.44,4602.7,,,,,,,,,,Sim,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
BROMIDRATO DE GALANTAMINA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514506002111311,1123633520110,7896212420643,    -     ,    -     ,REMINYL,16 MG CAP DURA LIB PROL CT BL AL PLAS TRANS X 28 ,"N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE",Similar,Regulado,269.19,269.19,305.9,324.33,324.33,326.29,326.29,328.28,328.28,336.49,372.14,422.89,448.37,448.37,451.08,451.08,453.83,453.83,465.18,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
BROMIDRATO DE GALANTAMINA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514506003118318,1123633520145,7896212420674,    -     ,    -     ,REMINYL,24 MG CAP DURA LIB PROL CT BL AL PLAS TRANS X 28  ,"N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE",Similar,Regulado,289.43,289.43,328.9,348.71,348.71,350.82,350.82,352.96,352.96,361.79,400.12,454.68,482.07,482.07,484.99,484.99,487.95,487.95,500.15,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
OXALATO DE ESCITALOPRAM,14.806.008/0001-54,MOMENTA FARMACÊUTICA LTDA.,543516020004204,1942700420078,7899640801718,    -     ,    -     ,REMIS,20 MG COM REV CT BL AL PLAS TRANS X 30 ,N6A4 - ANTIDEPRESSIVOS SSRI,Similar,Regulado,100.16,100.16,113.82,120.67,120.67,121.41,121.41,122.15,122.15,125.2,138.47,157.35,166.82,166.82,167.84,167.84,168.87,168.87,173.08,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
INFLIXIMABE,05.452.889/0001-61,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA,545116050000007,1921600010010,7898576550028,    -     ,    -     ,REMSIMA,10 MG/ML PO LIOF CT FA VD INC X 10 ML ,L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL),Biológico,Regulado,2097.64,2097.64,2383.68,2527.28,2527.28,2542.59,2542.59,2558.1,2558.1,2622.05,2899.86,3295.3,3493.82,3493.82,3514.98,3514.98,3536.42,3536.42,3624.83,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE SEVELÂMER,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720090086717,1832604450014,7898328480030,    -     ,    -     ,RENAGEL,800 MG COM REV CT FR PLAS OPC X 180,V3G2 - PRODUTOS PARA HIPERFOSFATEMIA,Novo,Regulado,878.74,878.74,998.57,1058.72,1058.72,1065.14,1065.14,1071.63,1071.63,1098.43,1214.81,1380.46,1463.62,1463.62,1472.49,1472.49,1481.47,1481.47,1518.52,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
EVOLOCUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544116080003301,1024400070025,7898609960121,    -     ,    -     ,REPATHA,140 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 1 ML + CAN APLIC,C10A4 - INIBIDORES DA PRÓ-PROTEINA CONVERTASE SUBTILISINA/KEXINA TIPO 9 (PCSK9),Biológico,Regulado,804.62,901.17,1041.38,1113.6,969.42,1121.38,975.29,1129.27,981.24,1161.96,1208.89,1391.06,1484.34,1340.17,1494.37,1348.28,1504.54,1356.51,1546.61,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
EVOLOCUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544116080003201,1024400070033,7898609960138,    -     ,    -     ,REPATHA,140 MG/ML SOL INJ CT 2  SER PREENC VD TRANS X 1 ML + CAN APLIC,C10A4 - INIBIDORES DA PRÓ-PROTEINA CONVERTASE SUBTILISINA/KEXINA TIPO 9 (PCSK9),Biológico,Regulado,1609.23,1802.34,2082.76,2227.2,1938.83,2242.76,1950.58,2258.53,1962.48,2323.92,2417.77,2782.12,2968.69,2680.32,2988.74,2696.56,3009.06,2713.01,3093.21,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CLORIDRATO DE LISINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500515070060007,1057304660034,7896658026508,    -     ,    -     ,RESIST,500 MG CAP CT FR PLAS OPC X 90,J5B3 - ANTIVIRAIS PARA HERPES,Específico,Regulado,219.62,245.98,284.25,303.96,264.61,306.09,266.21,308.24,267.84,317.16,329.97,379.7,405.16,365.81,407.9,368.02,410.67,370.27,422.15,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
PRUCALOPRIDA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514512090025602,1123634040041,7896212424290,    -     ,    -     ,RESOLOR,2 MG COM REV CT BL AL AL X 28,A6A9 - OUTRAS DROGAS PARA CONSTIPAÇÃO,Novo,Regulado,166.03,185.95,214.88,229.78,200.03,231.39,201.24,233.02,202.47,239.76,249.45,287.03,306.28,276.53,308.35,278.2,310.45,279.9,319.13,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CICLOSPORINA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501005002176313,1014701600077,7897316805077,    -     ,    -     ,RESTASIS,"0,5 MG/G EMUL OCU CT CAMA PLAS 30 FLAC PLAS INC X 0,4 ML ",S1K9 - OUTROS PRODUTOS PARA OLHOS SECOS,Novo,Regulado,144.18,144.18,163.84,173.71,173.71,174.76,174.76,175.83,175.83,180.23,199.32,226.5,240.14,240.14,241.6,241.6,243.07,243.07,249.16,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PANTOPRAZOL MAGNÉSICO DI-HIDRATADO,57.507.378/0003-65,EMS S/A,541820020117807,1023512960075,7894916514637,    -     ,    -     ,RESTITUE,40 MG COM REV LIB RETARD CT BL AL AL X 60,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Similar,Regulado,195.37,218.82,252.87,270.4,235.39,272.29,236.82,274.21,238.26,282.14,293.54,337.78,360.42,325.41,362.86,327.39,365.33,329.38,375.54,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CITRATO DE SILDENAFILA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552820090070117,1021602650044,7908236800308,    -     ,    -     ,REVATIO,20 MG COM REV CT BL AL PLAS PVC TRANS X 90,C6B2 - PRODUTOS HIPERTENSÃO ARTERIAL PULMONAR INIBIDORES DA PDE5,Novo,Regulado,2301.2,2301.2,2615.0,2772.53,2772.53,2789.33,2789.33,2806.34,2806.34,2876.5,3181.27,3615.08,3832.86,3832.86,3856.09,3856.09,3879.6,3879.6,3976.59,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
TEDUGLUTIDA,07.898.671/0001-60,SHIRE FARMACÊUTICA BRASIL LTDA.,540219040004301,1697900190015,7898924769188,    -     ,    -     ,REVESTIVE,5 MG PO LIOF SOL INJ CT 28 FA VD TRANS + 28 SER PREENC VD TRANS,A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO,Biológico,Regulado,74648.12,83605.91,96613.99,103314.16,89937.47,104035.77,90482.58,104767.49,91034.3,107800.71,112154.35,129055.43,137709.98,124333.28,138640.05,125086.86,139582.6,125849.58,143486.34,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CLORIDRATO DE NALTREXONA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506713301113413,1029801640036,7896676403923,    -     ,    -     ,REVIA,50 MG COM REV CT FR PLAS OPC X 30,N7E - PRODUTOS USADOS EM DEPENDÊNCIA ALCOÓLICA,Similar,Regulado,239.31,239.31,271.94,288.33,288.33,290.07,290.07,291.84,291.84,299.14,330.83,375.94,398.6,398.6,401.0,401.0,403.45,403.45,413.54,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
MALEATO DE FLUVOXAMINA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500217030036303,1055303670021,7891158101687,    -     ,    -     ,REVOC,100 MG COM REV CT BL AL PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,Similar,Regulado,165.3,165.3,187.84,199.16,199.16,200.36,200.36,201.59,201.59,206.63,228.52,259.68,275.33,275.33,276.99,276.99,278.69,278.69,285.65,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
MALEATO DE FLUVOXAMINA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500217030036403,1055303670072,7891158103384,    -     ,    -     ,REVOC,100 MG COM REV CT BL AL PLAS TRANS X 60,N6A4 - ANTIDEPRESSIVOS SSRI,Similar,Regulado,330.57,330.57,375.65,398.28,398.28,400.69,400.69,403.13,403.13,413.21,456.99,519.31,550.6,550.6,553.93,553.93,557.3,557.3,571.24,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ELTROMBOPAGUE OLAMINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526517050089317,1006811320019,7896261020672,    -     ,    -     ,REVOLADE,25 MG COM REV CT BL AL/AL X 14,B2E - Agonistas da Trombopoetina,Novo,Regulado,1522.44,1705.13,1970.43,2107.08,1834.26,2121.79,1845.38,2136.72,1856.63,2198.58,2287.37,2632.07,2808.58,2535.76,2827.54,2551.13,2846.77,2566.68,2926.38,Não,Sim,Não,Não,,Negativa,Sim,Tarja Vermelha
ELTROMBOPAGUE OLAMINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526517050089417,1006811320035,7896261020689,    -     ,    -     ,REVOLADE,50 MG COM REV CT BL AL/AL X 14,B2E - Agonistas da Trombopoetina,Novo,Regulado,3045.17,3410.59,3941.24,4214.56,3668.88,4244.0,3691.11,4273.85,3713.62,4397.58,4575.19,5264.65,5617.69,5072.01,5655.64,5102.74,5694.09,5133.86,5853.33,Não,Sim,Não,Não,,Negativa,Sim,Tarja Vermelha
BREXPIPRAZOL,04.522.600/0001-70,LUNDBECK BRASIL LTDA,524220080004807,1047500530043,5702150152145,    -     ,    -     ,REXULTI,"0,5 MG COM REV CT BL AL PLAS PVC TRANS X 30",N5A1 - ANTIPSICÓTICOS ATÍPICOS,Novo,Regulado,118.86,133.12,153.83,164.5,143.2,165.65,144.07,166.81,144.95,171.64,178.58,205.48,219.27,197.97,220.75,199.17,222.24,200.38,228.46,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
BREXPIPRAZOL,04.522.600/0001-70,LUNDBECK BRASIL LTDA,524220080004907,1047500530061,5702150152169,    -     ,    -     ,REXULTI,1 MG COM REV CT BL AL PLAS PVC TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Novo,Regulado,237.72,266.25,307.68,329.01,286.41,331.31,288.15,333.64,289.91,343.3,357.16,410.99,438.55,395.95,441.51,398.35,444.51,400.78,456.94,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
BREXPIPRAZOL,04.522.600/0001-70,LUNDBECK BRASIL LTDA,524220080004707,1047500530078,5702150152176,    -     ,    -     ,REXULTI,2 MG COM REV CT BL AL PLAS PVC TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Novo,Regulado,451.37,505.53,584.18,624.7,543.81,629.06,547.11,633.49,550.45,651.83,678.15,780.34,832.68,751.79,838.3,756.35,844.0,760.96,867.61,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
BREXPIPRAZOL,04.522.600/0001-70,LUNDBECK BRASIL LTDA,524220080004507,1047500530086,5702150152183,    -     ,    -     ,REXULTI,3 MG COM REV CT BL AL PLAS PVC TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Novo,Regulado,451.37,505.53,584.18,624.7,543.81,629.06,547.11,633.49,550.45,651.83,678.15,780.34,832.68,751.79,838.3,756.35,844.0,760.96,867.61,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
SULFATO DE ATAZANAVIR,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505107903116315,1018003010099,7896016806759,    -     ,    -     ,REYATAZ,300 MG CAP DURA CT FR PLAS HDPE OPC X 30,J5C2 - INIBIDORES DA PROTEASE,Novo,Regulado,1242.01,1242.01,,,,,,,,,1717.01,,,,,,,,,Não,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
IMUNOGLOBULINA ANTI-RHO(D),62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502601901159412,1015101210012,7897499450842,    -     ,    -     ,RHOPHYLAC,"150 MCG/ML SOL INJ CT SER PREENC VD TRANS X 2,0 ML",J6J - OUTRAS IMUNOGLOBULINASS ESPECÍFICA,Biológico,Regulado,194.07,194.07,220.53,233.82,233.82,235.24,235.24,236.67,236.67,242.59,268.29,304.87,323.24,323.24,325.21,325.21,327.18,327.18,335.37,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
RIBAVIRINA (PORT. 344/98 LISTA C 1),58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504403503110418,1163700300031,7896014664238,    -     ,    -     ,RIBAVIRIN,250 MG CAP GEL DURA CT FR PLAS OPC X 60,"J5D1 - ANTIVIRAIS PARA HEPATITE, INTERFERON E RIBAVIRINA",Similar,Regulado,513.99,513.99,584.08,619.26,619.26,623.02,623.02,626.82,626.82,642.49,710.56,807.46,856.09,856.09,861.29,861.29,866.54,866.54,888.2,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
BENDAMUSTINA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514517090033302,1123634130014,7896212424528,    -     ,    -     ,RIBOMUSTIN,25 MG PO LIOF SOL INFUS IV CT FA VD AMB ,L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Novo,Regulado,600.19,600.19,682.03,723.12,723.12,727.5,727.5,731.94,731.94,750.24,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
